1.076690591976165771e+06 -1.269125000000000000e+03 -1.145500000000000000e+03 -1.469500000000000000e+03 7.019969284120836051e+01
1.945721495555877686e+06 -1.233150000000000091e+03 -4.950000000000000000e+02 -1.326000000000000000e+03 1.782585972681261808e+02
1.520708456825256348e+06 -1.222299999999999955e+03 -2.850000000000000000e+02 -1.331000000000000000e+03 2.196262393249039917e+02
7.303879571971893311e+05 -1.248125000000000000e+03 -1.140500000000000000e+03 -1.330000000000000000e+03 5.596290624154539017e+01
7.306478680248260498e+05 -1.216875000000000000e+03 -6.320000000000000000e+02 -1.302500000000000000e+03 1.425411234521462518e+02
6.850638447265625000e+05 -1.249450000000000045e+03 -1.074000000000000000e+03 -1.328000000000000000e+03 6.467783623467934717e+01
6.542625658950805664e+05 -1.251275000000000091e+03 -1.037500000000000000e+03 -1.311500000000000000e+03 6.698310887828364457e+01
6.363464200534820557e+05 -1.225075000000000045e+03 -6.495000000000000000e+02 -1.343500000000000000e+03 1.417898334684119561e+02
6.787518333930969238e+05 -1.171500000000000000e+03 -7.915000000000000000e+02 -1.314000000000000000e+03 1.524429401448292651e+02
1.827987587015151978e+06 -1.221075000000000045e+03 -5.655000000000000000e+02 -1.304500000000000000e+03 1.589121829030109154e+02
1.109015183229446411e+06 -1.237299999999999955e+03 -9.860000000000000000e+02 -1.305500000000000000e+03 9.399313804741281331e+01
5.951244683303833008e+05 -1.245799999999999955e+03 -9.790000000000000000e+02 -1.360000000000000000e+03 8.592502545824468996e+01
1.306240736639022827e+06 -1.208849999999999909e+03 -8.715000000000000000e+02 -1.322000000000000000e+03 1.144042285057680886e+02
1.372037440170288086e+06 -1.179724999999999909e+03 -5.430000000000000000e+02 -1.315000000000000000e+03 1.801351905514299858e+02
1.107917944057464600e+06 -1.244700000000000045e+03 -1.063500000000000000e+03 -1.348500000000000000e+03 7.374981355908637681e+01
1.045573564037322998e+06 -1.188625000000000000e+03 -5.380000000000000000e+02 -1.317000000000000000e+03 1.938044681502467199e+02
8.562376400680541992e+05 -1.240325000000000045e+03 -7.685000000000000000e+02 -1.365500000000000000e+03 1.263550825056119322e+02
8.105548336601257324e+05 -1.181349999999999909e+03 -1.830000000000000000e+02 -1.500000000000000000e+03 2.519077261617833017e+02
6.813272043609619141e+05 -1.265849999999999909e+03 -1.133000000000000000e+03 -1.331000000000000000e+03 4.447277256929233147e+01
5.654318569183349609e+05 -1.216325000000000045e+03 -5.520000000000000000e+02 -1.315000000000000000e+03 1.752968393183402327e+02
