2.094547680462710559e+01 -5.000000000000000000e+02 -5.000000000000000000e+02 -5.000000000000000000e+02 0.000000000000000000e+00
6.952156975865364075e+00 -1.500000000000000000e+03 -1.500000000000000000e+03 -1.500000000000000000e+03 0.000000000000000000e+00
4.997482588776620105e+00 -5.000000000000000000e+02 -5.000000000000000000e+02 -5.000000000000000000e+02 0.000000000000000000e+00
4.201342954602296231e+00 -1.500000000000000000e+03 -1.500000000000000000e+03 -1.500000000000000000e+03 0.000000000000000000e+00
3.683677115239333943e+00 -1.500000000000000000e+03 -1.500000000000000000e+03 -1.500000000000000000e+03 0.000000000000000000e+00
3.326661268798488891e+00 -1.500000000000000000e+03 -1.500000000000000000e+03 -1.500000000000000000e+03 0.000000000000000000e+00
2.957453106616412697e+00 -5.000000000000000000e+02 -5.000000000000000000e+02 -5.000000000000000000e+02 0.000000000000000000e+00
2.676577831704889832e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.464764884848591464e+00 -1.500000000000000000e+03 -1.500000000000000000e+03 -1.500000000000000000e+03 0.000000000000000000e+00
2.263455492100547417e+00 -1.500000000000000000e+03 -1.500000000000000000e+03 -1.500000000000000000e+03 0.000000000000000000e+00
2.099396288303069014e+00 -5.000000000000000000e+02 -5.000000000000000000e+02 -5.000000000000000000e+02 0.000000000000000000e+00
2.045201531451766641e+00 -5.000000000000000000e+02 -5.000000000000000000e+02 -5.000000000000000000e+02 0.000000000000000000e+00
1.950086889354224695e+00 -1.500000000000000000e+03 -1.500000000000000000e+03 -1.500000000000000000e+03 0.000000000000000000e+00
1.917014911614387529e+00 -1.500000000000000000e+03 -1.500000000000000000e+03 -1.500000000000000000e+03 0.000000000000000000e+00
1.761121756942429784e+00 -1.500000000000000000e+03 -1.500000000000000000e+03 -1.500000000000000000e+03 0.000000000000000000e+00
1.645102490748740820e+00 -1.000000000000000000e+03 -1.000000000000000000e+03 -1.000000000000000000e+03 0.000000000000000000e+00
1.635138706101542994e+00 -1.500000000000000000e+03 -1.500000000000000000e+03 -1.500000000000000000e+03 0.000000000000000000e+00
1.583626122297573602e+00 -1.500000000000000000e+03 -1.500000000000000000e+03 -1.500000000000000000e+03 0.000000000000000000e+00
1.564056407930820569e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.462442958927567815e+00 -1.500000000000000000e+03 -1.500000000000000000e+03 -1.500000000000000000e+03 0.000000000000000000e+00
1.532049764472958486e+00 -1.500000000000000000e+03 -1.500000000000000000e+03 -1.500000000000000000e+03 0.000000000000000000e+00
1.457977633445352694e+00 -1.500000000000000000e+03 -1.500000000000000000e+03 -1.500000000000000000e+03 0.000000000000000000e+00
1.412938318717124275e+00 -1.000000000000000000e+03 -1.000000000000000000e+03 -1.000000000000000000e+03 0.000000000000000000e+00
1.445076125871310069e+00 -1.500000000000000000e+03 -1.500000000000000000e+03 -1.500000000000000000e+03 0.000000000000000000e+00
